0,2388,Tue Jun 02 03:18:49 UTC 2009,time warner,You guys see this?  Why does Time Warner have to suck so much ass?  Really wish I could get U-Verse at my apartment. http://bit.ly/s594j,ldmullen
0,2389,Tue Jun 02 03:22:08 UTC 2009,time warner,"RT @sportsguy33 The upside to Time Warner: unhelpful phone operators   superslow on-site service. Crap, that's not an upside.",JohnTurlington
0,2390,Tue Jun 02 03:22:19 UTC 2009,time warner,"RT @sportsguy33: New Time Warner slogan: ""Time Warner, where we make you long for the days before cable.""",johnscleary
0,2391,Tue Jun 02 03:23:36 UTC 2009,time warner,"confirmed: it's Time Warner's fault, not Facebook's, that fb is taking about 3 minutes to load. so tempted to switch to verizon =/",ecormany
0,2392,Tue Jun 02 03:24:00 UTC 2009,time warner,@sportsguy33 Time Warner = epic fail,matsonj
2,2393,Tue Jun 02 03:24:45 UTC 2009,china,Lawson to head Newedge Hong Kong http://bit.ly/xLQSD #business #china,YildirimNews
2,2394,Tue Jun 02 03:24:59 UTC 2009,china,Weird Piano Guitar House in China! http://u2s.me/72i8,zedomax
2,2395,Tue Jun 02 03:27:19 UTC 2009,gm,Send us your GM/Chevy photos http://tinyurl.com/luzkpq,theprovince
0,2396,Tue Jun 02 03:27:34 UTC 2009,gm,I know. How sad is that?  RT @caseymercier: 1st day of hurricane season. That's less scarey than govt taking over GM.,PeteHall
0,2397,Tue Jun 02 03:27:52 UTC 2009,gm,"GM files Bankruptcy, not a good sign...",ram_zone
4,2398,Tue Jun 02 03:28:41 UTC 2009,yankees,yankees won mets lost. its a good day.,irishyanks
4,2399,Tue Jun 02 03:29:47 UTC 2009,dentist,My dentist appt today was actually quite enjoyable.,Erinthebigsis
0,2400,Tue Jun 02 03:32:10 UTC 2009,dentist,I hate the effing dentist.,cassieeeelove
2,2401,Tue Jun 02 03:32:28 UTC 2009,dentist,@stevemoakler i had a dentist appt this morning and had the same conversation!,johnnyt183
0,2402,Tue Jun 02 03:33:25 UTC 2009,dentist,@kirstiealley I hate going to the dentist.. !!!,b_bassi
0,2403,Tue Jun 02 03:34:23 UTC 2009,dentist,i hate the dentist....who invented them anyways?,cmg11
0,2404,Tue Jun 02 03:34:37 UTC 2009,dentist,this dentist's office is cold :/,arianaflyy
2,2405,Tue Jun 02 03:34:50 UTC 2009,dentist,Check this video out -- David After Dentist http://bit.ly/47aW2,jettellis
2,2406,Tue Jun 02 03:35:05 UTC 2009,dentist,First dentist appointment [in years] on Wednesday possibly.,AdiOpERsOcoM
2,2407,Tue Jun 02 04:29:14 UTC 2009,baseball,Tom Shanahan's latest column on SDSU and its NCAA Baseball Regional appearance: http://ow.ly/axhu,HallofChampions
2,2408,Tue Jun 02 04:29:17 UTC 2009,baseball,BaseballAmerica.com: Blog: Baseball America Prospects Blog ? Blog ... http://bit.ly/EtT8a,SimpleManJess
2,2409,Tue Jun 02 04:29:28 UTC 2009,baseball,Portland city politics may undo baseball park http://tinyurl.com/lpjquj,Oregon_Live
2,2410,Tue Jun 02 04:39:41 UTC 2009,safeway,"RT @WaterSISWEB: CA Merced's water bottled by Safeway, resold at a profit: Wells are drying up across the county http://tinyurl.com/mb573s",AirDye
2,2411,Tue Jun 02 04:40:09 UTC 2009,safeway,dropped her broccoli walking home from safeway! ;( so depressed,csquaredx
2,2412,Tue Jun 02 04:41:05 UTC 2009,safeway,@ronjon we don't have Safeway.,XPhile1908
4,2413,Tue Jun 02 04:41:13 UTC 2009,safeway,Just applied at Safeway!(: Yeeeee!,LaurenAmor
0,2414,Tue Jun 02 04:41:24 UTC 2009,safeway,@ Safeway. Place is a nightmare right now. Bumming.,TravisJensenSF
2,2415,Tue Jun 02 04:41:32 UTC 2009,safeway,at safeway with dad,Lovely_Lauren
0,2416,Tue Jun 02 04:41:41 UTC 2009,safeway,"HATE safeway select green tea icecream! bought two cartons, what a waste of money.  &gt;_&lt;",fugface85
2,2417,Tue Jun 02 04:42:00 UTC 2009,safeway,"Safeway with Marvin, Janelle, and Auntie Lhu",_JessicaJOY
2,2418,Tue Jun 02 04:42:29 UTC 2009,safeway,Safeway offering mobile coupons http://bit.ly/ONH7w,mobileadgirl
2,2419,Tue Jun 02 06:52:26 UTC 2009,driving,"Phillies Driving in the Cadillac with the Top Down in Cali, Win 5-3 - http://tinyurl.com/nzcjqa",m_marchesi
2,2421,Tue Jun 02 06:53:09 UTC 2009,eating,Saved money by opting for grocery store trip and stocking food in hotel room fridge vs. eating out every night while out of town.,TheDebtress
2,2422,Tue Jun 02 06:53:15 UTC 2009,eating,"Lounging around, eating Taco Bell and watching NCIS before work tonight. Need help staying awake.",face_of_boe
2,2426,Tue Jun 02 06:53:30 UTC 2009,eating,eating breakfast and then school,LaraAvni
2,2427,Tue Jun 02 06:53:32 UTC 2009,eating,still hungry after eating....,elpasira
2,2428,Tue Jun 02 06:53:45 UTC 2009,eating,10 tips for healthy eating ? ResultsBy Fitness Blog :: Fitness ... http://bit.ly/62gFn,Fitness_101
2,2429,Tue Jun 02 06:54:11 UTC 2009,eating,"with the boyfriend, eating a quesadilla",ohmurder
2,2430,Tue Jun 02 06:54:19 UTC 2009,eating,"Eating dinner. Meat, chips, and risotto.",whoaoblivious
2,2502,Thu Jun 04 16:53:02 UTC 2009,nike,got a new pair of nike shoes. pics up later,stefanjos
2,2503,Thu Jun 04 16:53:15 UTC 2009,nike,"Nike SB Blazer High ""ACG"" Custom - Brad Douglas - http://timesurl.at/45a448",nsborg
4,2504,Thu Jun 04 16:53:20 UTC 2009,nike,Nike rocks. I'm super grateful for what I've done with them :) &amp; the European Division of NIKE is BEYOND! @whitSTYLES @muchasmuertes,marieforleo
2,2505,Thu Jun 04 16:53:48 UTC 2009,nike,Nike Air Yeezy Khaki/Pink Colorway Release - http://shar.es/bjfN,imflashy
4,2506,Thu Jun 04 16:54:17 UTC 2009,nike,@evelynbyrne have you tried Nike  ? V. addictive.,TheGlossMagazin
2,2507,Thu Jun 04 16:54:32 UTC 2009,nike,@erickoston That looks an awful lot like one of Nike's private jets....I'm just sayin....,MiniGreek
4,2508,Thu Jun 04 16:54:36 UTC 2009,nike,The Nike Training Club (beta) iPhone app looks very interesting.,TracySuter
0,2529,Sun Jun 07 01:12:38 UTC 2009,jquery,argghhhh why won't  my jquery appear in safari bad safari !!!,TobyJuanKenobi
2,2530,Sun Jun 07 01:12:44 UTC 2009,jquery,DevSnippets : jQuery Tools - Javascript UI Components for the Web... http://inblogs.org/go/hfuqt,inBlogs
2,2531,Sun Jun 07 01:12:46 UTC 2009,jquery,"all about Ajax,jquery ,css ,JavaScript and more... (many examples) http://ajaxian.com/",vmkobs
4,2532,Sun Jun 07 01:13:23 UTC 2009,jquery,"I'm ready to drop the pretenses, I am forever in love with jQuery, and I want to marry it. Sorry ladies, this nerd is jquery.spokenFor.js",ghurson
2,2533,Sun Jun 07 01:13:34 UTC 2009,jquery,"This is cold.. I was looking at google's chart//visualization API and found this jQuery ""wrapper"" for the API...  http://tinyurl.com/mq52bq",5x1llz
2,2534,Sun Jun 07 01:13:43 UTC 2009,jquery,I spent most of my day reading a jQuery book. Now to start drinking some delirium tremens.,bryall
2,2535,Sun Jun 07 01:14:41 UTC 2009,jquery,jquery Selectors http://codylindley.com/jqueryselectors/,vmkobs
2,2536,Sun Jun 07 01:15:08 UTC 2009,jquery,How to implement a news ticker with jQuery and ten lines of code http://bit.ly/CZnFJ,maheshcha
2,2537,Sun Jun 07 03:27:52 UTC 2009,warren buffet,What's Buffet Doing? Warren Buffett Kicks Butt In Battle of the Boots: Posted By:Alex Crippe.. http://bit.ly/AUIzO,MyBenchmarkMtg
4,2538,Sun Jun 07 03:28:18 UTC 2009,warren buffet,"SUPER INVESTORS: A great weekend read here from Warren Buffet. Oldie, but a goodie. http://tinyurl.com/oqxgga",PragCapitalist
2,2539,Sun Jun 07 03:28:26 UTC 2009,warren buffet,I'm truly braindead.  I couldn't come up with Warren Buffet's name to save my soul,SmartMouthBroad
4,2540,Sun Jun 07 03:29:04 UTC 2009,warren buffet,"reading Michael Palin book, The Python Years...great book. I also recommend Warren Buffet &amp; Nelson Mandela's bio",goncalol
4,2541,Sun Jun 07 17:42:50 UTC 2009,notre dame school,"I mean, I'm down with Notre Dame if I have to.  It's a good school, I'd be closer to Dan, I'd enjoy it.",BobtheRobot
0,2543,Sun Jun 07 21:47:45 UTC 2009,time warner,"I can't watch TV without a Tivo.  And after all these years, the Time/Warner DVR  STILL sucks. http://www.davehitt.com/march03/twdvr.html",Hittman
4,2544,Mon Jun 08 00:01:27 UTC 2009,federer,I'd say some sports writers are idiots for saying Roger Federer is one of the best ever in Tennis.  Roger Federer is THE best ever in Tennis,aiban
0,2545,Mon Jun 08 00:12:16 UTC 2009,kindle2,I still love my Kindle2 but reading The New York Times on it does not feel natural. I miss the Bloomingdale ads.,nyctimes
4,2546,Mon Jun 08 00:13:48 UTC 2009,kindle2,I love my Kindle2. No more stacks of books to trip over on the way to the loo.,k8tb52
0,2558,Mon Jun 08 19:59:10 UTC 2009,at&t,"Although today's keynote rocked, for every great announcement, AT&amp;T shit on us just a little bit more.",taylorcarrigan
0,2559,Mon Jun 08 19:59:50 UTC 2009,at&t,"@sheridanmarfil - its not so much my obsession with cell phones, but the iphone!  i'm a slave to at&amp;t forever because of it. :)",susanjane
2,2560,Mon Jun 08 20:01:17 UTC 2009,at&t,@freitasm oh I see. I thought AT&amp;T were 900MHz WCDMA?,stick08
2,2561,Mon Jun 08 20:01:55 UTC 2009,at&t,@Plip Where did you read about tethering support Phil?  Just AT&amp;T or will O2 be joining in?,CaptainCraigos
0,2562,Mon Jun 08 20:06:40 UTC 2009,at&t,Fuzzball is more fun than AT&amp;T ;P http://fuzz-ball.com/twitter,iPhoneFuzzball
0,2563,Mon Jun 08 20:07:44 UTC 2009,at&t,"Today is a good day to dislike AT&amp;T. Vote out of office indeed, @danielpunkass",itsolivia
4,2564,Mon Jun 08 20:46:18 UTC 2009,wave sandbox,GOT MY WAVE SANDBOX INVITE! Extra excited! Too bad I have class now... but I'll play with it soon enough! #io2009 #wave,kyrabeckf
0,2575,Tue Jun 09 03:58:11 UTC 2009,summize,looks like summize has gone down. too many tweets from WWDC perhaps?,auxesis
2,2576,Tue Jun 09 05:14:20 UTC 2009,kindle2,I hope the girl at work  buys my Kindle2,deedeewarren
2,2577,Tue Jun 09 05:14:32 UTC 2009,kindle2,Missed this insight-filled May column: One smart guy looking closely at why he's impressed with Kindle2 http://bit.ly/i0peY @wroush,RogerSPress
4,2578,Tue Jun 09 05:17:27 UTC 2009,kindle2,"@sklososky Thanks so much!!! ...from one of your *very* happy Kindle2 winners ; ) I was so surprised, fabulous. Thank you! Best, Kathleen",kmozena
0,2579,Tue Jun 09 05:53:40 UTC 2009,iphone app,Man I kinda dislike Apple right now. Case in point: the iPhone 3GS. Wish there was a video recorder app. Please?? http://bit.ly/DZm1T,Jesssssii
4,7011,Wed Jun 10 04:03:37 UTC 2009,kindle2,@cwong08 I have a Kindle2 (&amp; Sony PRS-500). Like it! Physical device feels good. Font is nice. Pg turns are snappy enuf. UI a little klunky.,jimhong
4,7012,Wed Jun 10 04:03:53 UTC 2009,kindle2,"The #Kindle2 seems the best eReader, but will it work in the UK and where can I get one?",Ant_Ward
4,7015,Wed Jun 10 05:24:40 UTC 2009,google,"I have a google addiction. Thank you for pointing that out, @annamartin123. Hahaha.",popitlockit
2,7055,Wed Jun 10 15:31:56 UTC 2009,visa card,@ruby_gem My primary debit card is Visa Electron.,FionaSarah
2,8051,Wed Jun 10 15:31:59 UTC 2009,visa card,Off to the bank to get my new visa platinum card,MalloryRayne
0,8052,Wed Jun 10 15:32:06 UTC 2009,visa card,"dearest @google, you rich bastards! the VISA card you sent me doesn't work. why screw a little guy like me?",_abi_
2,13051,Sat Jun 13 16:23:31 UTC 2009,Bobby Flay,has a date with bobby flay and gut fieri from food network,sfkerropi6
4,13052,Sat Jun 13 16:24:08 UTC 2009,Bobby Flay,Excited about seeing Bobby Flay and Guy Fieri tomorrow at the Great American Food &amp; Music Fest!,tessalau
4,13053,Sat Jun 13 16:24:12 UTC 2009,Bobby Flay,Gonna go see Bobby Flay 2moro at Shoreline. Eat and drink. Gonna be good.,ZFilth
4,13054,Sat Jun 13 16:24:25 UTC 2009,Bobby Flay,can't wait for the great american food and music festival at shoreline tomorrow.  mmm...katz pastrami and bobby flay. yes please.,annieblane
4,13055,Sat Jun 13 16:24:34 UTC 2009,Bobby Flay,"My dad was in NY for a day, we ate at MESA grill last night and met Bobby Flay. So much fun, except I completely lost my voice today.",LAURAcBRYAN
0,13073,Sun Jun 14 04:35:33 UTC 2009,latex,Fighting with LaTex. Again...,NathanChalmers
0,13074,Sun Jun 14 04:35:53 UTC 2009,latex,@Iheartseverus we love you too and don't want you to die!!!!!!  Latex = the devil,LoonyLongbottom
0,13075,Sun Jun 14 04:36:07 UTC 2009,latex,"7 hours. 7 hours of inkscape crashing, normally solid as a rock. 7 hours of LaTeX complaining at the slightest thing. I can't take any more.",QuadError
2,13076,Sun Jun 14 21:35:58 UTC 2009,iran,How to Track Iran with Social Media: http://bit.ly/2BoqU,musicmuse
0,13077,Sun Jun 14 21:36:04 UTC 2009,iran,Shit's hitting the fan in Iran...craziness indeed #iranelection,sketoaks
0,13078,Sun Jun 14 21:36:09 UTC 2009,iran,Monday already. Iran may implode. Kitchen is a disaster. @annagoss seems happy. @sebulous had a nice weekend and @goldpanda is great. whoop.,jamespenycate
2,14045,Sat Jun 13 16:13:59 UTC 2009,aapl,Twitter Stock buzz: $AAPL $ES_F $SPY $SPX $PALM  (updated: 12:00 PM),boardcentral
4,14046,Sat Jun 13 16:23:41 UTC 2009,Bobby Flay,getting ready to test out some burger receipes this weekend. Bobby Flay has some great receipes to try. Thanks Bobby.,JimFacey
2,14049,Sat Jun 13 16:24:03 UTC 2009,Bobby Flay,@johncmayer is Bobby Flay joining you?,wetfishdesigns
4,14050,Sat Jun 13 16:24:15 UTC 2009,Bobby Flay,i lam so in love with Bobby Flay... he is my favorite. RT @terrysimpson: @bflay you need a place in Phoenix. We have great peppers here!,A_TALL_BLONDE
0,14069,Sun Jun 14 04:31:12 UTC 2009,latex,"I just created my first LaTeX file from scratch. That didn't work out very well. (See @amandabittner , it's a great time waster)",rooney_tunes
4,14070,Sun Jun 14 04:31:23 UTC 2009,latex,using Linux and loving it - so much nicer than windows... Looking forward to using the wysiwyg latex editor!,roguemovement
4,14071,Sun Jun 14 04:31:28 UTC 2009,latex,"After using LaTeX a lot, any other typeset mathematics just looks hideous.",yomcat
2,14072,Sun Jun 14 04:31:43 UTC 2009,latex,Ask Programming: LaTeX or InDesign?: submitted by calcio1 [link] [1 comment] http://tinyurl.com/myfmf7,proggit
0,14073,Sun Jun 14 04:32:17 UTC 2009,latex,"On that note, I hate Word. I hate Pages. I hate LaTeX. There, I said it. I hate LaTeX. All you TEXN3RDS can come kill me now.",sam33r
4,14074,Sun Jun 14 04:36:34 UTC 2009,latex,Ahhh... back in a *real* text editing environment. I &lt;3 LaTeX.,iamtheonlyjosie
0,14075,Sun Jun 14 21:36:07 UTC 2009,iran,"Trouble in Iran, I see. Hmm. Iran. Iran so far away. #flockofseagullsweregeopoliticallycorrect",plutopup7
0,14076,Sun Jun 14 21:36:17 UTC 2009,iran,Reading the tweets coming out of Iran... The whole thing is terrifying and incredibly sad...,captain_pete
